isbn,rating,book_title,book_author,year_of_publication,publisher,img_l,Summary,Language,Category
0312955758,7,The Lives of Danielle Steel: The Unauthorized Biography of America's #1 Best-Selling Author,Vickie Bane,1995.0,St. Martin's Press,http://images.amazon.com/images/P/0312955758.01.LZZZZZZZ.jpg,"An updated edition of an in-depth biography reveals the author&#39;s
story, from her aristocratic childhood to her five husbands--including
a convicted rapist--and nine children, showing how closely her fiction
is based on real life. Reprint.",en,['Biography & Autobiography']
0312955782,0,Murder in the Executive Mansion,Elliott Roosevelt,1996.0,St. Martin's Press,http://images.amazon.com/images/P/0312955782.01.LZZZZZZZ.jpg,"Horrified, Eleanor is hot on the trail of a killer. Elliott Roosevelt
is the son of Franklin and Eleanor. Martin&#39;s Press.",en,['Fiction']
0312955790,0,Glory Enough for All: A Novel of the Civil War,Duane Schultz,1995.0,St Martins Pr (Mm),http://images.amazon.com/images/P/0312955790.01.LZZZZZZZ.jpg,"A fictional account of a significant Civil War battle brings readers
to the site of 1864 Petersburg, Virginia, where a brutal stalemate at
Cemetery Hill sparks a daring plan of heroism, cowardice, and death.
Reprint. NYT.",en,"['Petersburg Crater, Battle of, Va., 1864']"
0312955863,0,I'll Love You Till I Die,Meg Obrien,1995.0,St Martins Pr,http://images.amazon.com/images/P/0312955863.01.LZZZZZZZ.jpg,"&quot;Joanna Carr awakens in a hospital after six months in a
catatonic state, only to be told that her beloved husband, David, has
been brutally murdered, and police are still searching for the killer.",en,['Fiction']
0312955898,8,Something to Kill for,Susan Holtzer,1995.0,St. Martin's Press,http://images.amazon.com/images/P/0312955898.01.LZZZZZZZ.jpg,"Ann Arbor, Michigan-home of a famous football team, a university full
of experts and egomaniacs, and a lot of aging hippies, mellowing
radicals, and art-school eccentrics.",en,['Fiction']
0312955928,10,Are You Normal? : Do You Behave Like Everyone Else?,Bernice Kanner,1995.0,St. Martin's Paperbacks,http://images.amazon.com/images/P/0312955928.01.LZZZZZZZ.jpg,"In this clever, fun and fascinating peek into the private lives of
real Americans, columnist Bernice Kanner shares a delicious slice of
American pie with humorous facts like: -Of the half of us who have
pets at home, 45.5% allow them in the ...",en,['Psychology']
0312955944,3,"How to Live With the Difficult Man You Love: You Know You Love Him -- Now How Do You Live With Him? -- As a Husband, As a Father, As a Friend (How to Live with the Difficult Man You Love)",Nancy Good,1995.0,St. Martin's Press,http://images.amazon.com/images/P/0312955944.01.LZZZZZZZ.jpg,"A compassionate and practical guide provides women with a three-stage
strategy for overcoming communication boundaries, tips on how to
express anger without guilt, and advice on cultivating a loving,
mutual relationship. Reprint.",en,['Family & Relationships']
0312956002,7,The Other Mrs. Kennedy : An intimate and reevaling look at the hidden life of Ethel Skakel Kennedy,Jerry Oppenheimer,1995.0,St. Martin's Paperbacks,http://images.amazon.com/images/P/0312956002.01.LZZZZZZZ.jpg,"Exposing the private secrets of Ethel Skakel Kennedy, an intimate
portrait reveals the hostility she felt towards her sister-in-law,
Jackie, her lengthy enemy list, the difficult decision she made at
Bobby&#39;s bedside, and more. Reprint.",en,['Biography & Autobiography']
0312956037,0,Cold Light (Dead Letter Mystery),John Harvey,1995.0,St Martins Pr (Mm),http://images.amazon.com/images/P/0312956037.01.LZZZZZZZ.jpg,"Struggling through the daily beat during the Christmas season, police
inspector Charlie Resnick investigates a woman&#39;s disappearance and
realizes that it is linked to a sinister chain of events. Reprint.",en,['Fiction']
0312956045,10,Cannibal Killers,Moira Martingale,1995.0,St. Martin's Paperbacks,http://images.amazon.com/images/P/0312956045.01.LZZZZZZZ.jpg,"Presents the case stories of thirteen monstrous cannibal killers--
including Ed Gein, Issei Sagawa, Jeffrey Dahmer, and Andrei Chikatilo
--detailing their disturbing crimes and offering insights into their
psychopathic behavior. Reissue.",en,['True Crime']
