isbn,rating,book_title,book_author,year_of_publication,publisher,img_l,Summary,Language,Category
1843580098,6,Trust Me I'm a Doctor,"Phil, Dr Hammond",2002.0,Trafalgar Square,http://images.amazon.com/images/P/1843580098.01.LZZZZZZZ.jpg,How do you spot if your surgeon&#39;s a dud?,en,['Health & Fitness']
1843580454,6,What Cats Want,Claire Bessant,2002.0,Blake Publishing Ltd,http://images.amazon.com/images/P/1843580454.01.LZZZZZZZ.jpg,"Now she has collected this wealth ofaterial into one indispensable
book. What Cats Want is the first book thatpproaches the care of your
feline companion from the point of view of theat rather than the
human.",en,['Cats']
1843580497,0,Living Doll,Cindy Jackson,2002.0,Trafalgar Square,http://images.amazon.com/images/P/1843580497.01.LZZZZZZZ.jpg,"She was unhappy with the way she looked. And so she set out to do
something about. Cindy was to spend tens of thousands of pounds
transforming herself into a living Barbie Doll. This is her story of
her metamorphosis.",en,['Biography & Autobiography']
1843580519,10,The Nicotine Trick: The Totally New Way to Stop Smoking,Neil Casey,2003.0,Trafalgar Square,http://images.amazon.com/images/P/1843580519.01.LZZZZZZZ.jpg,"These are the questions smokershould ask themselves if they want to
give up - they form the basis for theimple method contained
within.;This text explains in accessible languagehat happens when you
smoke that first cigarette.",en,['Self-Help']
1843605546,0,A Mutual Favor,Ann Jacobs,2002.0,Ellora's Cave,http://images.amazon.com/images/P/1843605546.01.LZZZZZZZ.jpg,"Two good friends, two thorny problems.",en,['Fiction']
1843605635,9,Deep Is the Night: Dark Fire,Denise A. Agnew,2003.0,Ellora's Cave,http://images.amazon.com/images/P/1843605635.01.LZZZZZZZ.jpg,"Whispers, secrets, and tales of ghosts abound in Pine Forest, but new
librarian Erin Greenway doesn&#39;t believe in goblins.",en,['Fiction']
1843606127,10,Passion in Paradise One: Paradise Awakening,Jaci Burton,2003.0,Ellora's Cave,http://images.amazon.com/images/P/1843606127.01.LZZZZZZZ.jpg,"Serena Graham is looking forward to the vacation of a lifetime-a week
at Paradise Resort, a Caribbean hideaway where she&#39;ll be able to
indulge her every sexual fantasy with complete abandon and total
anonymity.",en,['Fiction']
1843607417,0,Passion and Ecstasy,Ruby Storm,2003.0,Ellora's Cave,http://images.amazon.com/images/P/1843607417.01.LZZZZZZZ.jpg,"Payton&#39;s Passion by Bella Andre - Payton and Andy Duncan&#39;s
marriage has changed.",en,['Fiction']
1843607514,0,Wonderland: King of Hearts,Cheyenne McCray,2003.0,Ellora's Cave,http://images.amazon.com/images/P/1843607514.01.LZZZZZZZ.jpg,"After being cheated on yet again, full-figured Alice O&#39;Brien
resolves to enjoy men sexually, refusing to involve her heart.",en,['Fiction']
184391008X,8,Heart of Darkness,Joseph Conrad,2002.0,Hesperus Press,http://images.amazon.com/images/P/184391008X.01.LZZZZZZZ.jpg,"A work of immense significance, it has been hailed as the first novel
of the 20th century. In this searing tale, Seaman Marlow recounts his
journey to the dark heart of the Belgian Congo in search of the
elusive Mr. Kurtz.",en,['Fiction']
