isbn,rating,book_title,book_author,year_of_publication,publisher,img_l,Summary,Language,Category
039395739X,10,The Norton Sampler: Short Essays for Composition,Thomas Cooley,1993.0,W W Norton & Co,http://images.amazon.com/images/P/039395739X.01.LZZZZZZZ.jpg,"The Norton Sampler is a collection of short essays for composition
students.",en,['College readers']
0393958035,8,The World of Late Antiquity Ad 150-750: Ad 150-750 (Library of World Civilization),Peter Robert Lamont Brown,1989.0,W. W. Norton & Company,http://images.amazon.com/images/P/0393958035.01.LZZZZZZZ.jpg,"Mr. Brown, Professor of History at Princeton University, examines
these changes and men&#39;s reactions to them, but his account shows
that the period was also one of outstanding new beginnings and defines
the far-reaching impact both of ...",en,['History']
0393958280,10,David Copperfield (Norton Critical Edition),Charles Dickens,1989.0,W. W. Norton & Company,http://images.amazon.com/images/P/0393958280.01.LZZZZZZZ.jpg,"This Norton Critical Edition reprints the original 1850 text
ofDickens&#39; most autobiographical novel, and his own personal
favorite,including all of the line drawings by Phiz.",en,['Fiction']
0393958493,0,"Darwin, Third Edition (Norton Critical Editions)",Philip Appleman,2000.0,W. W. Norton & Company,http://images.amazon.com/images/P/0393958493.01.LZZZZZZZ.jpg,"&quot;The best Darwin anthology on the market&quot; (Stephen Jay
Gould, Harvard) has just become better, in this newly revised version
of the now classic Norton Critical Edition, first published in 1970.",en,['Science']
0393959007,10,"Hard Times: An Authoritative Text, Backgrounds, Sources, and Contemporary Reactions, Criticism (Norton Critical Edition)",Charles Dickens,1990.0,W W Norton & Co Inc,http://images.amazon.com/images/P/0393959007.01.LZZZZZZZ.jpg,"Yet even as the development of the story reflects Dickens&#39;s
growing pessimism about human nature and society, Hard Times marks his
return to the theme which had made his early works so popular: the
amusements of the people.",en,['Critical analysis']
0393959015,5,The House of Mirth: Authoritative Text Backgrounds and Contexts Criticism (A Norton Critical Edition),Edith Wharton,1990.0,W. W. Norton & Company,http://images.amazon.com/images/P/0393959015.01.LZZZZZZZ.jpg,"The text has been introduced and thoroughly annotated by the editor
for student readers.",en,['Fiction']
0393959031,7,Tess of the D'Urbervilles: Authoritative Text (A Norton Critical Edition),Thomas Hardy,1990.0,W. W. Norton & Company,http://images.amazon.com/images/P/0393959031.01.LZZZZZZZ.jpg,"&quot; A Chronology, new to this edition, and a Selected Bibliography
are included.",en,['Fiction']
039395904X,8,"The Turn of the Screw: Authoritative Text, Contexts, Criticism (Norton Critical Editions)",Henry James,1999.0,W. W. Norton & Company,http://images.amazon.com/images/P/039395904X.01.LZZZZZZZ.jpg,"This text is the first-and only-modern text to follow the New York
Edition, the one which had James&#39;s final authority.",en,['Fiction']
0393959058,10,"Walden and Resistance to Civil Government: Authoritative Texts, Thoreau's Journal, Reviews and Essays in Criticism (Norton Critical Editions)",Henry David Thoreau,1992.0,W. W. Norton & Company,http://images.amazon.com/images/P/0393959058.01.LZZZZZZZ.jpg,"The classic chronicle of a communion with nature at Walden Pond offers
a message of living simply and in harmony with nature, and Thoreau
champions the belief that people of conscience are at liberty to
follow their own opinions.",en,['Literary Collections']
0393959074,8,Modern Poems: A Norton Introduction,Richard Ellmann,1989.0,W. W. Norton & Company,http://images.amazon.com/images/P/0393959074.01.LZZZZZZZ.jpg,"This Second Edition is a thorough, thoughtful revision of the
acclaimed Modern Poems. This new edition is a thorough, thoughtful
revision of a justly acclaimed introductory text in the reading of
poetry.",en,['Poetry']
0393960110,10,Piers Plowman,William Langland,1990.0,W. W. Norton & Company,http://images.amazon.com/images/P/0393960110.01.LZZZZZZZ.jpg,"&#39; The poem that resulted from this curious paradox presents one of
the great enigmas of all English poetry, as well as one of the major
works of the Middle Ages.",en,['Poetry']
0393960129,10,"Wide Sargasso Sea: Backgrounds, Criticism (Norton Critical Edition)",Jean Rhys,1998.0,W. W. Norton & Company,http://images.amazon.com/images/P/0393960129.01.LZZZZZZZ.jpg,"Story of a young woman in the Caribbean whose family&#39;s past will
be used against her by her cold-hearted and prideful husband,
Rochester.",en,['British']
0393960145,8,Emma: An Authoritative Text Backgrounds Reviews and Criticism (A Norton Critical Edition),Jane Austen,1993.0,W W Norton & Co Inc,http://images.amazon.com/images/P/0393960145.01.LZZZZZZZ.jpg,"Emma is bright, pretty, rich, supremely self-assured, and determined
to impose her romantic ideals on all those around her.",en,['England']
0393960579,9,The Awakening: An Authoritative Text Biographical and Historical Contexts Criticism (A Norton Critical Edition),Kate Chopin,1994.0,W. W. Norton & Company,http://images.amazon.com/images/P/0393960579.01.LZZZZZZZ.jpg,"These are followed by twenty-seven interpretive essays, twelve of them
new to the Second Edition, that provide a variety of perspectives on
The Awakening, including essays by Cynthia Griffin Wolff, Nancy
Walker, Elizabeth Fox-Genovese, ...",en,['Fiction']
0393960633,8,Modern Irish Drama (Norton Critical Edition),John P. Harrington,1991.0,W. W. Norton & Company,http://images.amazon.com/images/P/0393960633.01.LZZZZZZZ.jpg,"The texts are fully annotated with explanatory notes on Anglo-Irish
usage, place names, historical figures, and literary allusions.
&quot;Backgrounds and Criticism&quot; contains almost fifty texts
relevant to the twelve plays represented.",en,['Literary Criticism']
0393961478,10,Adrienne Rich's Poetry and Prose: Poems Prose Reviews and Criticism (Norton Critical Editions),Adrienne Rich,1993.0,W. W. Norton & Company,http://images.amazon.com/images/P/0393961478.01.LZZZZZZZ.jpg,"Presents an annotated selection of poems and prose writings by
twentieth-century American author Adrienne Rich, and includes thirteen
reviews and interpretations of her work.",en,['Literary Criticism']
0393961885,10,A Journal of the Plague Year: Authoritative Text Backgrounds Contexts Criticism (Norton Critical Editions),Paula R. Backscheider,1992.0,W. W. Norton & Company,http://images.amazon.com/images/P/0393961885.01.LZZZZZZZ.jpg,"This Norton Critical Edition of one of Defoe&#39;s most important
works reprints the 1722 text, the only edition published in
Defoe&#39;s lifetime.",en,['Literary Criticism']
039396289X,0,Norton Anthology of English Literature (Norton Anthology of English Literature (Hardcover)),M. H. Abrams,1993.0,W W Norton & Co,http://images.amazon.com/images/P/039396289X.01.LZZZZZZZ.jpg,"This anthology is designed for the indispensable courses that
introduce students to the unparalleled excellence and variety of
English literature.",en,['English literature']
0393962903,10,The Norton Anthology of English Literature (Norton Anthology of English Literature (Paperback)),M. H. Abrams,1993.0,W W Norton & Co,http://images.amazon.com/images/P/0393962903.01.LZZZZZZZ.jpg,"An anthology introducing the major authors and works of English
literature from the Romantic period through the Victorian Age and the
Twentieth Century.",en,['English literature']
0393962946,0,Pride and Prejudice: An Authoritative Text Backgrounds and Sources Criticism (A Norton Critical Edition),Jane Austen,1993.0,W W Norton & Co Inc,http://images.amazon.com/images/P/0393962946.01.LZZZZZZZ.jpg,"-- Jane Austen&#39;s superb romantic classic comedy follows a cast of
society&#39;s elite through the games of love and negotiations of
marriage in the countryside of 19th century England.",en,['Fiction']
0393963578,1,Principles of Microeconomics,Joseph E. Stiglitz,1993.0,W W Norton & Co Inc,http://images.amazon.com/images/P/0393963578.01.LZZZZZZZ.jpg,These day s economics is big news.,en,['Business & Economics']
0393964051,9,The Odyssey: A Verse Translation Backgrounds Criticism (Norton Critical Editions),Homer,1993.0,W. W. Norton & Company,http://images.amazon.com/images/P/0393964051.01.LZZZZZZZ.jpg,"The epic poem recounting the experiences of Odysseus during his return
from the Trojan War.",en,['Literary Criticism']
0393964493,0,Judicious Choices: The New Politics of the Supreme Court Confirmations,Mark Silverstein,1995.0,W. W. Norton & Company,http://images.amazon.com/images/P/0393964493.01.LZZZZZZZ.jpg,"It&#39;s all politics, and Professor Silverstein helps the reader
better appreciate why nominees to the Court are subject to the
crucible of modern participatory democracy.",en,['Political Science']
0393964523,7,"Robinson Crusoe: An Authoritative Text, Contexts, Criticism (Norton Critical Edition)",Daniel Defoe,1994.0,W. W. Norton & Company,http://images.amazon.com/images/P/0393964523.01.LZZZZZZZ.jpg,"Included are four contemporary accounts ofmarooned men, Defoe&#39;s
autobiographical passages on the novel&#39;sallegorical foundation,
and aspects of the Puritan emblematic traditionessential for
understanding the novel&#39;s religious aspects.",en,['Fiction']
0393964582,9,"Frankenstein: The 1818 Text Contexts, Nineteenth-Century Responses, Modern Criticism (Norton Critical Editions)",Mary Wollstonecraft Shelley,1996.0,W. W. Norton & Company,http://images.amazon.com/images/P/0393964582.01.LZZZZZZZ.jpg,"Presents the novel with annotations, related writings, and nineteenth-
and twentieth-century criticism",en,['Fiction']
0393964817,10,The Sound and the Fury: An Authoritative Text Backgrounds and Contexts Criticism (Norton Critical Editions),William Faulkner,2003.0,W.W. Norton & Company,http://images.amazon.com/images/P/0393964817.01.LZZZZZZZ.jpg,"&quot;Backgrounds&quot; begins with the appendix Faulkner wrote in
1945 and sometimes referred to as another telling of The Sound and the
Fury and includes a selection of Faulkner&#39;s letters, excerpts from
two Faulkner interviews, a memoir by ...",en,['Fiction']
0393966348,8,The Good Soldier (Norton Critical Edition),Ford Madox Ford,1995.0,W. W. Norton & Company,http://images.amazon.com/images/P/0393966348.01.LZZZZZZZ.jpg,"The novel has many comic moments, despite its catalogue of death,
insanity, and despair, and has been read as both a comedy and a
tragedy. It has inspired the works of many later, distinguished
writers, including Graham Greene.",en,['Fiction']
0393966356,10,Ethan Frome: Authoritative Text Backgrounds and Contexts Criticism (Norton Critical Editions),Edith Wharton,1995.0,W. W. Norton & Company,http://images.amazon.com/images/P/0393966356.01.LZZZZZZZ.jpg,"In the playing out of this short novel&#39;s powerful and engrossing
drama, Edith Wharton constructed her least characteristic and most
celebrated book.",en,['Literary Criticism']
0393966402,0,Adventures of Huckleberry Finn : An Authoritative Text Contexts and Sources Criticism (Norton Critical Edition),Mark Twain,1998.0,W. W. Norton & Company,http://images.amazon.com/images/P/0393966402.01.LZZZZZZZ.jpg,"Included are letters on the writing of the novel, excerpts from the
author&#39;s autobiography, samples of bad poetry that inspired his
satire (including an effort by young Sam Clemens himself), a section
on the censorship of Adventures of ...",en,['Fiction']
0393966429,0,Anna Karenina: The Maude Translation : Backgrounds nd Sources Criticism (A Norton Critical Edition),Leo Tolstoy,1995.0,W. W. Norton & Company,http://images.amazon.com/images/P/0393966429.01.LZZZZZZZ.jpg,"&quot;Backgrounds and Sources&quot; includes central passages from the
letters of Tolstoy and his correspondents, S. A. Tolstoy&#39;s
diaries, and contemporary accounts translated by George Gibian
exclusively for this Norton Critical Edition.",en,['Fiction']
