isbn,rating,book_title,book_author,year_of_publication,publisher,img_l,Summary,Language,Category
1556522614,0,The Bride's Money Book: How to Have a Champagne Wedding on a Ginger-Ale Budget,Pamela A. Lach,1996.0,Chicago Review Press,http://images.amazon.com/images/P/1556522614.01.LZZZZZZZ.jpg,"Shows how to plan an affordable wedding, suggesting elegant
alternatives to expensive choices",en,['Reference']
155652272X,9,The Original Mediterranean Cuisine: Medieval Recipes for Today,Barbara Santich,1996.0,Independent Pub Group,http://images.amazon.com/images/P/155652272X.01.LZZZZZZZ.jpg,"A cook&#39;s book as much as a cookbook, this contains 70 authentic
Mediterranean recipes adapted for today&#39;s kitchen.",en,['Cooking']
1556522746,10,Animal Hospital,Stephen Sawicki,1996.0,Independent Pub Group,http://images.amazon.com/images/P/1556522746.01.LZZZZZZZ.jpg,"An account of a year inside the world-renowned Angell Memorial Animal
Hospital in Boston, with stories based on first-hand observation and
interviews, and including research on the history of the facility and
the Massachusetts Society for ...",en,['Medical']
1556522843,7,"The Best Plants for Midwest Gardens: Flowers, Vegetables, Shrubs, and Trees for Spectacular Low-Maintenance Gardens Season After Season",Laara K. Duggan,1998.0,Chicago Review Press,http://images.amazon.com/images/P/1556522843.01.LZZZZZZZ.jpg,"Includes: No-fail perennials, wildflowers, and handy bulbs; Kitchen
gardens from vegetables and herbs to currants, raspberries, and other
small fruits; Shade trees, conifers, and beautiful small trees and
shrubs for every site; Lawns, ...",en,['Gardening']
1556523025,6,Outwitting Squirrels: 101 Cunning Stratagems to Reduce Dramatically the Egregious Misappropriation of Seed from Your Birdfeeder by Squirrels,Bill Adler,1996.0,Chicago Review Press,http://images.amazon.com/images/P/1556523025.01.LZZZZZZZ.jpg,"Describes how to outsmart the greedy, crafty squirrels who are
determined to make all birdseed their own",en,['Nature']
1556523033,0,My Kid's Allergic to Everything Dessert Cookbook,Mary Harris,1996.0,Chicago Review Press,http://images.amazon.com/images/P/1556523033.01.LZZZZZZZ.jpg,"Provides allergy sufferers safe recipes for desserts, including
waffles, pancakes, cakes, brownies, pies, cobblers, and tarts",en,['Cooking']
155652305X,0,"Mackinac Island: Historic Frontier, Vacation Resort, Timeless Wonderland",Thomas Piljac,1996.0,Chicago Review Press,http://images.amazon.com/images/P/155652305X.01.LZZZZZZZ.jpg,"This work takes a comprehensive look at the people, culture, history,
legends, sites, and recreational facilities of this world-famous
island. Maps are included.",en,['History']
1556523092,8,Midwest Gardens,Pamela Wolfe,1997.0,Independent Pub Group,http://images.amazon.com/images/P/1556523092.01.LZZZZZZZ.jpg,"Grdener and teacher Pamela Wolfe and award-winning photographer Gary
Irving colloborate to create an informative guide on how to create
fantastic gardens in the Midwest.",en,['Gardening']
1556523106,0,Fire and Air: A Life on the Edge,Patty Wagstaff,1997.0,Chicago Review Press,http://images.amazon.com/images/P/1556523106.01.LZZZZZZZ.jpg,"Patty Wagstaff has made it to the top in aerobatics, one of the most
dangerous and demanding sports in the world.",en,['Transportation']
1556523238,6,Outdoor Survival Skills,Larry Dean Olsen,1997.0,Chicago Review Press,http://images.amazon.com/images/P/1556523238.01.LZZZZZZZ.jpg,"Shows how to build a lean-to, make a fire, obtain safe drinking water,
harvest and prepare food plants, make tools and weapons, catch fish,
and hunt animals",en,['Sports & Recreation']
